Frame_Index,leg_left_ankle_roll_joint,leg_left_ankle_pitch_joint,leg_left_knee_pitch_joint,leg_left_hip_pitch_joint,leg_left_hip_yaw_joint,leg_left_hip_roll_joint,leg_right_ankle_roll_joint,leg_right_ankle_pitch_joint,leg_right_knee_pitch_joint,leg_right_hip_pitch_joint,leg_right_hip_yaw_joint,leg_right_hip_roll_joint
151,-0.0671812,-0.6291676,1.2246124,-0.4973496,0.051968,0.0426044,-0.0627728,-0.515612,0.995778,-0.3818772,0.0485,0.0398664
152,-0.069404,-0.6298844,1.2267168,-0.4987508,0.0536788,0.0440236,-0.0649876,-0.5154728,0.9951112,-0.3813632,0.0502208,0.0412604
153,-0.070674,-0.6298188,1.2271824,-0.4992908,0.0546524,0.0448392,-0.0662608,-0.5154424,0.9946192,-0.38091,0.0512136,0.042058
154,-0.070968,-0.6295836,1.2273012,-0.4996468,0.0548708,0.045036,-0.06656,-0.5155856,0.9944804,-0.38063,0.0514528,0.0422384
155,-0.0702716,-0.6292316,1.2271832,-0.499876,0.0543232,0.044606,-0.0658712,-0.5159124,0.9947184,-0.380536,0.0509276,0.0417928
156,-0.0685944,-0.6287624,1.2268268,-0.4999768,0.0530164,0.043554,-0.0642032,-0.5164212,0.9953276,-0.3806248,0.0496448,0.0407264
157,-0.0659696,-0.6281712,1.22622,-0.4999436,0.0509768,0.0419016,-0.0615888,-0.5171008,0.9962832,-0.3808836,0.0476304,0.0390604
158,-0.062444,-0.626982,1.2243432,-0.4992352,0.0482408,0.0396776,-0.0580848,-0.5178932,0.9974252,-0.3812132,0.0449276,0.03683
159,-0.05807,-0.624598,1.2199176,-0.4971712,0.0448488,0.0369152,-0.053762,-0.5187212,0.9985464,-0.3814852,0.0415912,0.0340804
160,-0.052916,-0.6207208,1.2122988,-0.4934064,0.040854,0.0336572,-0.0487064,-0.5195496,0.9995512,-0.3816416,0.0376884,0.030866
161,-0.0470644,-0.6153512,1.2015156,-0.4879696,0.0363204,0.0299556,-0.0429992,-0.5208988,1.0015488,-0.382274,0.0332812,0.027238
